bis_player_id,pick_round,pick_number,round_pick_number,rank,pick_value,signing_bonus,scouting_report,blurb,headshot_link,is_drafted,is_pass,year,home_city,home_state,home_country,school_name,school_school_class,school_country,school_state,school_city,person_id,person_full_name,person_link,person_first_name,person_last_name,person_primary_number,person_birth_date,person_current_age,person_birth_city,person_birth_state_province,person_birth_country,person_height,person_weight,person_active,person_use_name,person_use_last_name,person_middle_name,person_boxscore_name,person_gender,person_is_player,person_is_verified,person_draft_year,person_name_first_last,person_name_slug,person_first_last_name,person_last_first_name,person_last_init_name,person_init_last_name,person_full_fml_name,person_full_lfm_name,person_strike_zone_top,person_strike_zone_bottom,person_name_title,person_name_suffix,person_name_matrilineal,person_primary_position_code,person_primary_position_name,person_primary_position_type,person_primary_position_abbreviation,person_bat_side_code,person_bat_side_description,person_pitch_hand_code,person_pitch_hand_description,team_all_star_status,team_id,team_name,team_link,team_spring_league_id,team_spring_league_name,team_spring_league_link,team_spring_league_abbreviation,draft_type_code,draft_type_description,npl_name
5000266,3,106,26,168,577200,525000,https://www.mlb.com/video/2022-draft-william-kempner-rhp?t=mlb-draft,"Scouts who like college pitching have had the ability to head to watch Gonzaga play and stay all weekend. Friday night starter Gabe Hughes looks like a solid first-rounder and Trystan Vrieling has stepped into the Saturday role and opened some eyes. Kempner, who transitioned from a relief role to a starting one in 2021, began the year as the Saturday guy, missed nearly two months with a finger ligament issue, and has come back effectively as the Sunday starter. There’s a lot to like stuff-wise about the 6-foot Kempner. He throws a very heavy fastball that has flirted with triple-digits, has been up to 97 mph consistently and has averaged close to 95 mph this spring as a starter. He misses bats and gets ground ball outs with it and he backs it up with a solid low-80s slider that features good lateral break and has been a strikeout pitch for him. His upper-80s changeup flashes average at times, too, though throwing that pitch might have been the cause of his finger injury. Kempner uses a cross-fire delivery with a sidearm slot, which makes for an uncomfortable at-bat. It’s also not an easy delivery to repeat, and Kempner’s command has been inconsistent. He likely profiles as a reliever at the next level, but one who could be a really tough arm coming in late in games.","https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/687531/headshot/draft/current",TRUE,FALSE,2022,San Jose,California,USA,Gonzaga,4YR JR,USA,WA,NA,687531,William Kempner,/api/v1/people/687531,William,Kempner,NA,2001-06-18,21,San Jose,CA,USA,"6' 0""",222,TRUE,William,Kempner,McCullough,Kempner,M,TRUE,TRUE,2022,William Kempner,william-kempner-687531,William Kempner,"Kempner, William","Kempner, W",W Kempner,William McCullough Kempner,"Kempner, William McCullough",3.371,1.535,NA,NA,NA,1,Pitcher,Pitcher,P,R,Right,R,Right,N,137,San Francisco Giants,/api/v1/teams/137,114,Cactus League,/api/v1/league/114,CL,JR,June Amateur Draft,"Kempner, William"
807636,4,107,1,146,571400,571400,https://www.mlb.com/video/2022-draft-silas-ardoin-c?t=mlb-draft,"Danny Ardoin spent parts of five seasons in the big leagues as a defensive-minded backup catcher. His son Silas has a similar profile as one of the best defensive backstops in the college game. A 36th-round pick by the Rockies in 2019 as a Louisiana high schooler, he has started for three years at Texas and has improved offensively this spring. Ardoin's upbringing shows because he's extremely polished for a college catcher. He has soft hands and receives, frames and blocks balls well. He not only has plus arm strength but also a quick release and impressive throwing accuracy. In his first two seasons with the Longhorns, the righty-hitting Ardoin showed an eye for drawing walks but racked up strikeouts without producing much power. He's making more consistent and harder contact in 2022, using the whole field while displaying enough strength and bat speed to provide 12-15 homers per season. Like most catchers, he's a well-below-average runner with no value on the bases.","https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/686976/headshot/draft/current",TRUE,FALSE,2022,Lake Charles,Louisiana,USA,Texas,4YR JR,USA,TX,NA,686976,Silas Ardoin,/api/v1/people/686976,Silas,Ardoin,NA,2000-09-19,22,Ville Platte,LA,USA,"6' 0""",215,TRUE,Silas,Ardoin,Daniel,Ardoin,M,TRUE,TRUE,2022,Silas Ardoin,silas-ardoin-686976,Silas Ardoin,"Ardoin, Silas","Ardoin, S",S Ardoin,Silas Daniel Ardoin,"Ardoin, Silas Daniel",3.371,1.535,NA,NA,NA,2,Catcher,Catcher,C,R,Right,R,Right,N,110,Baltimore Orioles,/api/v1/teams/110,115,Grapefruit League,/api/v1/league/115,GL,JR,June Amateur Draft,"Ardoin, Silas"
790151,4,108,2,NA,565800,565800,NA,"Ray had Tommy John surgery before he threw his first pitch at Alabama. After missing the entire 2021 season, he came back this year to lead the Crimson Tide with eight saves while striking out 49 in 31 1/3 innings. His best pitch is his mid-80s slider, and he also can run his fastball as hot at 97 mph. He has helped his cause by dominating in the Cape Cod League leading up to the Draft.","https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/691009/headshot/draft/current",TRUE,FALSE,2022,New Market,Alabama,USA,Alabama,4YR SO,USA,AL,NA,691009,Dylan Ray,/api/v1/people/691009,Dylan,Ray,NA,2001-05-09,21,Huntsville,AL,USA,"6' 3""",230,TRUE,Dylan,Ray,Jabe,Ray,M,TRUE,TRUE,2022,Dylan Ray,dylan-ray-691009,Dylan Ray,"Ray, Dylan","Ray, D",D Ray,Dylan Jabe Ray,"Ray, Dylan Jabe",3.49,1.601,NA,NA,NA,1,Pitcher,Pitcher,P,R,Right,R,Right,N,109,Arizona Diamondbacks,/api/v1/teams/109,114,Cactus League,/api/v1/league/114,CL,JR,June Amateur Draft,"Ray, Dylan"
5017056,4,109,3,11,560200,3700000,https://www.mlb.com/video/2022-draft-brock-porter-rhp?t=mlb-draft,"The top pitching prospect in the Draft, Porter won three Michigan state titles in three seasons at St. Mary's Prep (Orchard Lake), Division 2 crowns in 2019 and 2021 and a Division 1 championship at part of a 44-0 team in 2022. Gatorade's state player of the year in 2021, he repeated this spring and earned Gatorade's national honor as well after going 9-0 with a 0.41 ERA, 115 strikeouts in 58 innings and three no-hitters. He's the state's best prep pitcher since Steve Avery went No. 3 overall to the Braves in the 1988 Draft. Porter has the best fastball in the high school crop, sitting at 94-97 mph for innings at a time, topping out at 100 and generating that velocity and plenty of armside run and carry with relative ease. He also owns one of the better changeups in the Draft, as he throws his with deceptive arm speed, good velocity separation in the low 80s and outstanding horizontal action. He has made encouraging progress with his slider this spring, flashing some plus slide pieces as hard as 87 mph, and he'll mix in a downer curveball in the upper 70s. Other than continuing to refine his feel for spin, Porter doesn't need much beyond experience and continued good health. He has a strong 6-foot-4 frame with some projection remaining, repeats a delivery that features little effort and provides plenty of strikes. He's committed to Clemson and would be Draft-eligible in 2024 as a sophomore if he doesn't turn pro this summer.","https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/702548/headshot/draft/current",TRUE,FALSE,2022,Milford,Michigan,USA,St. Marys Prep,HS SR,USA,MI,NA,702548,Brock Porter,/api/v1/people/702548,Brock,Porter,NA,2003-06-03,19,Milford,MI,USA,"6' 4""",208,TRUE,Brock,Porter,Matthew,Porter,M,TRUE,TRUE,2022,Brock Porter,brock-porter-702548,Brock Porter,"Porter, Brock","Porter, B",B Porter,Brock Matthew Porter,"Porter, Brock Matthew",3.549,1.627,NA,NA,NA,1,Pitcher,Pitcher,P,R,Right,R,Right,N,140,Texas Rangers,/api/v1/teams/140,114,Cactus League,/api/v1/league/114,CL,JR,June Amateur Draft,"Porter, Brock"
5020135,4,110,4,89,554800,1000000,https://www.mlb.com/video/2022-draft-michael-kennedy-lhp?t=mlb-draft,"Upstate New York may not seem like a place to look for high-end baseball talent, but in the last several years, scouts have found some, from catcher Joe Mack, taken at the end of the first round in 2021 to Ian Anderson, the No. 3 overall pick in the 2016 Draft. The top talent from the area in 2022 is Kennedy, a young lefty with projection and a really good feel to pitch. That was on display across the summer, landing him a spot on USA Baseball’s 18U National Team and helping him stand out at events like the Area Code Games. He was slowed a bit early with a non-arm injury, but threw well once he got going in mid-April. Kennedy has a solid three-pitch mix and a very advanced idea of how to use it. The 6-foot-1 southpaw doesn’t light up radar guns now, with a fastball that tops out at 92 mph, but it has good riding life up in the zone, he hides it well and he’s not afraid to go after hitters with it. He’ll miss bats consistently with his slider, a breaking ball he will throw in the upper-70s more often than not. He’s not afraid to throw his changeup to lefties and righties, thrown around 81 mph with good arm speed and deception. A good athlete who exudes confidence on the mound, Kennedy holds runners well and repeats his delivery consistently, leading to excellent overall command. There’s more in the tank to come as he physically matures and that, along with the fact he’ll still be 17 at Draft time, should add interest in this LSU recruit.","https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/702604/headshot/draft/current",TRUE,FALSE,2022,Troy,New York,USA,Troy HS,HS SR,USA,NY,NA,702604,Michael Kennedy,/api/v1/people/702604,Michael,Kennedy,13,2004-11-30,18,Troy,NY,USA,"6' 1""",205,TRUE,Michael,Kennedy,Patrick,Kennedy,M,TRUE,TRUE,2022,Michael Kennedy,michael-kennedy-702604,Michael Kennedy,"Kennedy, Michael","Kennedy, M",M Kennedy,Michael Patrick Kennedy,"Kennedy, Michael Patrick",3.411,1.565,NA,NA,NA,1,Pitcher,Pitcher,P,L,Left,L,Left,N,134,Pittsburgh Pirates,/api/v1/teams/134,115,Grapefruit League,/api/v1/league/115,GL,JR,June Amateur Draft,"Kennedy, Michael"
5021802,4,111,5,NA,549300,1000000,NA,"There's some late buzz that Cox may be signable away from his commitment to Texas. A quality athlete who also starred at quarterback, he has a sound left-handed swing, projectable strength, solid speed and a strong arm. He has been clocked up to 94 mph as a right-handed pitcher, but his future is as an everyday player.","https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/702685/headshot/draft/current",TRUE,FALSE,2022,Prosper,Texas,USA,Rock Hill HS,HS SR,USA,TX,NA,702685,Brenner Cox,/api/v1/people/702685,Brenner,Cox,NA,2004-05-11,18,Houston,TX,USA,"6' 3""",195,TRUE,Brenner,Cox,Drew,Cox,M,TRUE,TRUE,2022,Brenner Cox,brenner-cox-702685,Brenner Cox,"Cox, Brenner","Cox, B",B Cox,Brenner Drew Cox,"Cox, Brenner Drew",3.49,1.601,NA,NA,NA,O,Outfield,Outfielder,OF,L,Left,R,Right,N,120,Washington Nationals,/api/v1/teams/120,115,Grapefruit League,/api/v1/league/115,GL,JR,June Amateur Draft,"Cox, Brenner"
5001712,4,112,6,139,543800,510000,https://www.mlb.com/video/2022-draft-marcus-johnson-rhp?t=mlb-draft,"In 2021, Duke won its first Atlantic Coast Conference championship since 1961 and first ACC tournament title ever with Johnson playing a key role. After he led the team in ERA (3.05), wins (five), saves (seven) and appearances (30) as a reliever, he made the transition to starter this season. His stuff hasn't been as crisp in longer outings but he still could factor into the top three rounds. After sitting at 92-95 mph and hitting 97 out of the bullpen in 2021, Johnson has worked more at 90-94 as a starter. His heater features some armside run but flattens out and is more hittable than it should be when it's not near the top of the strike zone. His best pitch is his high-spin slider, which operates at 82-85 mph and has two-plane depth at its best, and he's also making strides with a fading changeup in the mid-80s. Johnson not only has room to add more strength to his lanky 6-foot-6 frame but he also has the athleticism to keep his long limbs in sync. He has a clean delivery and throws enough strikes to succeed in the rotation. If he can't find a way to miss more bats with his fastball in pro ball, he could be headed back to the bullpen.","https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/687189/headshot/draft/current",TRUE,FALSE,2022,Fontana,California,USA,Duke,4YR JR,USA,NC,NA,687189,Marcus Johnson,/api/v1/people/687189,Marcus,Johnson,NA,2000-12-11,22,Whitter,CA,USA,"6' 6""",200,TRUE,Marcus,Johnson,Robert,Johnson,M,TRUE,TRUE,2022,Marcus Johnson,marcus-johnson-687189,Marcus Johnson,"Johnson, Marcus","Johnson, M",M Johnson,Marcus Robert Johnson,"Johnson, Marcus Robert",3.656,1.677,NA,NA,NA,1,Pitcher,Pitcher,P,R,Right,R,Right,N,146,Miami Marlins,/api/v1/teams/146,115,Grapefruit League,/api/v1/league/115,GL,JR,June Amateur Draft,"Johnson, Marcus"
5020410,4,113,7,94,538600,1000000,https://www.mlb.com/video/2022-draft-nazier-mule-ss-rhp?t=mlb-draft,"All summer long, Mule, showed off power -- at the plate and on the mound -- at showcase events from Major League Baseball’s All-American Game to the Perfect Game All-American Classic. The New Jersey high school product seemed like a legitimate two-way threat, though he came out hot on the mound in front of a lot of decision-makers this spring, with the industry mostly talking about his pitching future. Big and physical, the 6-foot-3 right-handed hitter has a ton of raw power at the plate and has, at times, gotten to it, posting some high exit velocities, with solid defensive actions at shortstop. But strides he made as a pitcher have put his position player skills on the back burner. He made waves over the summer by touching triple-digits with his fastball, but has shown better pitchability this spring with his fastball in the 93-96 mph range. The slider can flash plus and has been more consistent and he continues to show some feel for a changeup, even if he doesn’t use it much. He has shown below-average command in the past when he was hitting 100 mph, more of a thrower than a pitcher, and while his control has been a bit up and down, he’s found the strike zone more reliably this spring. Committed to go to Miami, Mule may tempt a team to send him out as a position player and see if he can tap into that power, but teams are really preferring him as a pitcher at the moment.","https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/702271/headshot/draft/current",TRUE,FALSE,2022,Paterson,New Jersey,USA,Passaic County Technical Institute,HS SR,USA,NJ,NA,702271,Nazier Mule,/api/v1/people/702271,Nazier,Mule,NA,2004-10-15,18,Paterson,NJ,USA,"6' 3""",210,TRUE,Nazier,Mule,Alijah,Mule,M,TRUE,TRUE,2022,Nazier Mule,nazier-mule-702271,Nazier Mule,"Mule, Nazier","Mule, N",N Mule,Nazier Alijah Mule,"Mule, Nazier Alijah",3.49,1.601,NA,NA,NA,1,Pitcher,Pitcher,P,R,Right,R,Right,N,112,Chicago Cubs,/api/v1/teams/112,114,Cactus League,/api/v1/league/114,CL,JR,June Amateur Draft,"Mule, Nazier"
5003383,4,114,8,228,533300,500000,https://www.mlb.com/video/2022-draft-andrew-morris-rhp?t=mlb-draft,"Morris starred for three years at Colorado Mesa, helping the Mavericks reach the NCAA Division II championship game as a 17-year-old freshman in 2019 and becoming the school's best pitching prospect since Sergio Romo in 2005. Rather than seek pro opportunities after a dominant junior season a year ago, he opted to transfer to Texas Tech. He fared well with the Red Raiders as part of an all-prospect rotation that could find him, Brandon Birdsell and Chase Hampton all selected in the first six or so rounds. Morris employs an over-the-top delivery that creates unusual angle with his fastball, which sits at 91-94 mph and tops out at 96 with some riding action. His best offering is a solid low-80s slider with more depth than horizontal movement, and he also works in a mid-70s downer curveball. His mid-80s changeup is too firm but features some fade. Though his unusual mechanics also include huge shoulder tilt, they add to Morris' deception without compromising his ability to throw strikes. He'll probably need to refine his command to succeed as a starter in pro ball because he can't overpower hitters and gets into trouble when he catches too much of the plate. While his floor stands out more than his ceiling, he does a nice job of pitching off his fastball and has a reliable breaking ball.","https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/702193/headshot/draft/current",TRUE,FALSE,2022,Colorado Springs,Colorado,USA,Texas Tech,4YR SR,USA,TX,NA,702193,Andrew Morris,/api/v1/people/702193,Andrew,Morris,NA,2001-09-01,21,New York,NY,USA,"6' 0""",195,TRUE,Andrew,Morris,Burke,Morris,M,TRUE,TRUE,2022,Andrew Morris,andrew-morris-702193,Andrew Morris,"Morris, Andrew","Morris, A",A Morris,Andrew Burke Morris,"Morris, Andrew Burke",3.371,1.535,NA,NA,NA,1,Pitcher,Pitcher,P,R,Right,R,Right,N,142,Minnesota Twins,/api/v1/teams/142,115,Grapefruit League,/api/v1/league/115,GL,JR,June Amateur Draft,"Morris, Andrew"
807563,4,115,9,241,528000,500000,https://www.mlb.com/video/2022-draft-steven-zobac-rhp?t=mlb-draft,"Zobac began his college career at California as a two-way player, a corner outfielder who pitched as a reliever in both the shortened 2020 season and the full 2021 campaign. Focusing only on pitching in 2022, Zobac started out as the Bears’ Saturday starter, moved back into a bullpen role and then really helped his Draft profile by finishing the year starting on Fridays with back-to-back shutout starts against New Mexico and Utah (13 IP, 6 H, 3 BB, 23 K), which really gave scouts an idea that his stuff could work in a rotation. The 6-foot-3 Zobac showed an ability to fill the strike zone with a full repertoire of pitches this season. He leaned heavily on his fastball, throwing the low-90s offering more than two-thirds of the time, topping out at 96 mph. He backed it up with a low-80s slider with decent bite that missed bats more frequently, a pitch he could subtract from to give it more of a curveball feel. He didn't throw it a ton, but he showed feel for a changeup that could get hitters out in front, eliciting weak contact on the ground. A focus on pitching certainly seemed to help Zobac’s command, as he cut his walk rate considerably this past season. The former outfielder’s athleticism plays on the mound, with a repeatable delivery and the likelihood of solid strike-throwing in the future, giving him the chance to start long-term.","https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/686632/headshot/draft/current",TRUE,FALSE,2022,San Jose,California,USA,California,4YR JR,USA,CA,NA,686632,Steven Zobac,/api/v1/people/686632,Steven,Zobac,NA,2000-10-14,22,San Jose,CA,USA,"6' 3""",185,TRUE,Steven,Zobac,Reed,Zobac,M,TRUE,TRUE,2022,Steven Zobac,steven-zobac-686632,Steven Zobac,"Zobac, Steven","Zobac, S",S Zobac,Steven Reed Zobac,"Zobac, Steven Reed",3.49,1.601,NA,NA,NA,1,Pitcher,Pitcher,P,L,Left,R,Right,N,118,Kansas City Royals,/api/v1/teams/118,114,Cactus League,/api/v1/league/114,CL,JR,June Amateur Draft,"Zobac, Steven"
5002485,4,116,10,169,522900,530000,https://www.mlb.com/video/2022-draft-ryan-ritter-ss?t=mlb-draft,"A 33rd-round pick by the Cubs out of an Illinois high school in 2019, Ritter attracted more scouting attention the following year at John A. Logan (Ill.) CC but went unpicked in the shortened five-round Draft. He transferred to Kentucky and became one of the top defensive shortstops in the Southeastern Conference last spring. His glove alone might land him in the top three rounds in 2022, though persistent questions about his bat could knock him down a bit. Capable of playing anywhere on the diamond, Ritter is a smooth defender with nice actions at shortstop. His quickness gives him plenty of range and he has soft hands and a good internal clock. He features plus arm strength and makes consistently accurate throws from a variety of angles. The question is how much Ritter will hit because he has down little damage with the Wildcats and initially struggled with wood bats in the Cape Cod League. Scouts don't love his right-handed swing and he doesn't make consistent contact against non-fastballs, though he did make adjustments and rallied at the end of his stint on the Cape. Built along the lines of Marcus Semien, he has some strength that could produce at least 15-homer power if he figures things out at the plate, and he's also a solid runner out of the batter's box and plus underway.","https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/690022/headshot/draft/current",TRUE,FALSE,2022,Tinley Park,Illinois,USA,Kentucky,4YR JR,USA,KY,NA,690022,Ryan Ritter,/api/v1/people/690022,Ryan,Ritter,NA,2000-11-10,22,Evergreen Park,IL,USA,"6' 2""",200,TRUE,Ryan,Ritter,Michael,Ritter,M,TRUE,TRUE,2022,Ryan Ritter,ryan-ritter-690022,Ryan Ritter,"Ritter, Ryan","Ritter, R",R Ritter,Ryan Michael Ritter,"Ritter, Ryan Michael",3.467,1.589,NA,NA,NA,6,Shortstop,Infielder,SS,R,Right,R,Right,N,115,Colorado Rockies,/api/v1/teams/115,114,Cactus League,/api/v1/league/114,CL,JR,June Amateur Draft,"Ritter, Ryan"
5016889,4,117,11,135,517900,517900,NA,"Despite having thrown just 25 innings in 2019 and 2020 combined, Melton climbed onto MLB Pipeline’s Draft Top 250 in 2021 despite an uneven season thanks to his size and arm strength. An offseason of work with San Diego area pitching guru Dom Johnson, who has worked with big leaguers like Joe Musgrove, has led to a new delivery and more consistent results as the Aztecs’ Friday night starter. The 6-foot-4 Melton has the makings of a full starting pitcher’s repertoire. He has a big fastball with good life, up to 97 mph and averaging around 93 mph, and he relies on it heavily. While his slider has been effective at missing some bats, the low-80s breaker is not a true out pitch. He has worked to develop a truer curve, though he hasn’t used it in games much. He has a changeup, but it’s often too firm. In the past, there were concerns about the length in Melton’s arm action and the shaky command as a result. But Melton has worked to shorten that up and be much more compact, leading to much better strike-throwing. He’ll have to work on some pitch design as a pro, but his size, athleticism on the mound and new delivery should lead to interest in the top five rounds.","https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/675512/headshot/draft/current",TRUE,FALSE,2022,Anaheim,California,USA,San Diego State,4YR SR,USA,CA,NA,675512,Troy Melton,/api/v1/people/675512,Troy,Melton,NA,2000-12-03,22,Newport Beach,CA,USA,"6' 4""",210,TRUE,Troy,Melton,Edward,Melton,M,TRUE,TRUE,2022,Troy Melton,troy-melton-675512,Troy Melton,"Melton, Troy","Melton, T",T Melton,Troy Edward Melton,"Melton, Troy Edward",3.549,1.627,NA,NA,NA,1,Pitcher,Pitcher,P,R,Right,R,Right,N,116,Detroit Tigers,/api/v1/teams/116,115,Grapefruit League,/api/v1/league/115,GL,JR,June Amateur Draft,"Melton, Troy"
5003150,4,118,12,93,512900,997500,https://www.mlb.com/video/2022-draft-jake-madden-rhp?t=mlb-draft,"Madden hails from Harrisburg, Pa., and was initially committed to pitch at South Carolina. But after needing Tommy John surgery following his senior year of high school in 2020, he opted to change gears and head to Northwest Florida State, a two-year school in the Florida Panhandle. He jumped on area scouts’ radars this past fall, his first real return to the mound, and while his results have been a bit inconsistent -- partially because he’s tried to pitch through a blister issue -- his pure stuff had a lot of high-level evaluators pouring in to see him. At 6-foot-6 with a loose arm, Madden certainly looks the part and has the power repertoire to go along with it. He can dominate with his fastball alone when he commands it, a heater he can dial up to 98 mph consistently. When he keeps it down in the zone, it has the chance to be a real bat-breaking kind of heavy fastball. His slider has improved from the fall and when he’s on top of it, it’s been at least average and flashed better than that. He’s also shown pretty good feel for a changeup, though less consistently. Madden’s command was well-below-average in the fall and it looked like he was taking a step forward in that regard as well early on in the spring. That’s come and gone as the year has worn on, with him trying to pitch through the blister certainly not helping his control or the overall sharpness of his stuff. Teams that saw him when everything clicked might consider him in the first few rounds.","https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/802409/headshot/draft/current",TRUE,FALSE,2022,Enola,Pennsylvania,USA,Northwest Florida State,JC J1,USA,FL,NA,802409,Jake Madden,/api/v1/people/802409,Jake,Madden,NA,2001-12-26,21,Camp Hill,PA,USA,"6' 6""",185,TRUE,Jake,Madden,Thomas,Madden,M,TRUE,TRUE,2022,Jake Madden,jake-madden-802409,Jake Madden,"Madden, Jake","Madden, J",J Madden,Jake Thomas Madden,"Madden, Jake Thomas",3.656,1.677,NA,NA,NA,1,Pitcher,Pitcher,P,R,Right,R,Right,N,108,Los Angeles Angels,/api/v1/teams/108,114,Cactus League,/api/v1/league/114,CL,JR,June Amateur Draft,"Madden, Jake"
5019633,4,119,13,103,507700,775000,https://www.mlb.com/video/2022-draft-jacob-reimer-3b?t=mlb-draft,"Back in 2009, Yucaipa High School had a right-handed corner infield bat type who ended up being taken as a supplemental first-rounder by the D-backs -- Matt Davidson -- who has gone on to play parts of five seasons in the big leagues, hitting 46 homers combined in 2017 and 2018 with the White Sox. Reimer fits a somewhat similar profile and has the chance to give Yucaipa it’s first hitter taken in the top few rounds since Davidson. While Davidson had a reputation of being more power over hit, even back in high school, Reimer profiles as a potentially much more balanced bat. The 6-foot-3 infielder routinely finds the barrel and makes a lot of hard contact, using a slightly open stance and a small toe tap for timing, though he simplifies things more with two strikes. There’s legitimate power he can tap into, particularly from the pull side. A solid athlete for his size, Reimer plays shortstop in high school, but will almost certainly move to third at the next level, where he does have a solid arm and the tools to play there long-term. But it’s the Washington recruit’s bat that teams will be buying, with the chance for him to become the first Yucaipa High product of any kind to go in the top three rounds since right-hander Taijuan Walker was a Mariners supplemental first-round pick in 2010.","https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/702544/headshot/draft/current",TRUE,FALSE,2022,Yucaipa,California,USA,Yucaipa HS,HS SR,USA,CA,NA,702544,Jacob Reimer,/api/v1/people/702544,Jacob,Reimer,NA,2004-02-22,18,Redlands,CA,USA,"6' 2""",205,TRUE,Jacob,Reimer,Lee,Reimer,M,TRUE,TRUE,2022,Jacob Reimer,jacob-reimer-702544,Jacob Reimer,"Reimer, Jacob","Reimer, J",J Reimer,Jacob Lee Reimer,"Reimer, Jacob Lee",3.467,1.589,NA,NA,NA,5,Third Base,Infielder,3B,R,Right,R,Right,N,121,New York Mets,/api/v1/teams/121,115,Grapefruit League,/api/v1/league/115,GL,JR,June Amateur Draft,"Reimer, Jacob"
5010686,4,120,14,NA,502800,502800,NA,NA,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/702601/headshot/draft/current",TRUE,FALSE,2022,Perry Hall,Maryland,USA,Calvert Hall College HS,HS SR,USA,MD,NA,702601,Lamar King Jr.,/api/v1/people/702601,Lamar,King,25,2003-12-07,19,Vancouver,BC,Canada,"6' 3""",215,TRUE,Lamar,King Jr.,NA,King Jr.,M,TRUE,TRUE,2022,Lamar King Jr.,lamar-king-jr-702601,Lamar King Jr.,"King Jr., Lamar","King Jr., L",L King Jr.,Lamar King Jr.,"King Jr., Lamar",3.49,1.601,Jr.,Jr.,NA,2,Catcher,Catcher,C,R,Right,R,Right,N,135,San Diego Padres,/api/v1/teams/135,114,Cactus League,/api/v1/league/114,CL,JR,June Amateur Draft,"King Jr., Lamar"
5021329,4,121,15,NA,497900,300000,NA,NA,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/801501/headshot/draft/current",TRUE,FALSE,2022,Charlotte,North Carolina,USA,UNC Charlotte,4YR SO,USA,NC,NA,801501,Nate Furman,/api/v1/people/801501,Nate,Furman,NA,2001-07-23,21,Brookhaven,PA,USA,"5' 8""",180,TRUE,Nate,Furman,Walter,Furman,M,TRUE,TRUE,2022,Nate Furman,nate-furman-801501,Nate Furman,"Furman, Nate","Furman, N",N Furman,Nathan Walter Furman,"Furman, Nathan Walter",3.26,1.481,NA,NA,NA,4,Second Base,Infielder,2B,L,Left,R,Right,N,114,Cleveland Guardians,/api/v1/teams/114,114,Cactus League,/api/v1/league/114,CL,JR,June Amateur Draft,"Furman, Nate"
