SSBB,MLBAM,team,firstName,lastName,1B,2B,3B,SS,OF,osbAL,ocsAL,osbNL,ocsNL,BAvR,OBvR,SLvR,BAvL,OBvL,SLvL
675,688457,KC,Gavin(round/1/2022/MLB/draft),Cross,,,,,2.1,,,,,4,6,16,-14,-20,-48
676,694355,KC,Tyler,Gentry,,,,,2.1,,,,,-4,-6,-11,8,14,24
677,682618,Min,Misael,Urbina,,,,,2.1,,,,,-4,-6,-11,8,14,24
678,691181,Min,Emmanuel,Rodriguez,,,,,2.1,,,,,4,6,16,-14,-20,-48
679,691176,NYA,Jasson,Dominguez,,,,,2.1,,,,,-8,-4,-7,18,11,16
680,677592,NYA,Everson,Pereira,,,,,2.1,,,,,-4,-6,-11,8,14,24
681,682987,NYA,Spencer(round/1/2022/MLB/draft),Jones,,,,,2.1,,,,,4,6,16,-14,-20,-48
682,676113,Sea,Zach,DeLoach,,,,,2.1,,,,,4,6,16,-14,-20,-48
683,703155,Sea,Lazaro,Montes,,,,,2.1,,,,,4,6,16,-14,-20,-48
684,665832,Sea,Gabriel,Gonzalez,,,,,2.1,,,,,-4,-6,-11,8,14,24
685,682729,Sea,Jonaton,Clase,,,,,2.1,,,,,4,6,16,-14,-20,-48
686,657089,Sea,Logan,Warmoth,,,,,2.1,,,,,-4,-6,-11,8,14,24
687,687799,Sea,Cade,Marlowe,,,,,2.1,,,,,4,6,16,-14,-20,-48
688,679754,Sea,Alberto,Rodriguez,,,,,2.1,,,,,4,6,16,-14,-20,-48
689,687957,Tex,Dustin,Harris,,,,,2.1,,,,,4,6,16,-14,-20,-48
690,694497,Tex,Evan,Carter,,,,,2.1,,,,,4,6,16,-14,-20,-48
691,703152,Tex,Anthony,Gutierrez,,,,,2.1,,,,,-4,-6,-11,8,14,24
692,683447,Tor,Gabriel,Martinez,,,,,2.1,,,,,-4,-6,-11,8,14,24
693,672018,Tor,Dasan,Brown,,,,,2.1,,,,,-4,-6,-11,8,14,24
694,694175,Hou,Pedro,Leon,,,,,2.1,,,,,-4,-6,-11,8,14,24
695,683145,Hou,Colin,Barber,,,,,2.1,,,,,4,6,16,-14,-20,-48
696,687551,Hou,Drew(round/1/2022/MLB/draft),Gilbert,,,,,2.1,,,,,4,6,16,-14,-20,-48
697,689200,Hou,Jacob(round/2/2022/MLB/draft),Melton,,,,,2.1,,,,,4,6,16,-14,-20,-48
698,677342,TB,Brock(round/2/2022/MLB/draft),Jones,,,,,2.1,,,,,4,6,16,-14,-20,-48
699,687071,TB,Shane,Sasaki,,,,,2.1,,,,,-4,-6,-11,8,14,24
700,687020,TB,Mason,Auer,,,,,2.1,,,,,-4,-6,-11,8,14,24
701,660271,LAA,Shohei,Ohtani-H,,,,,,,,,,2,8,5,-5,-20,-12
702,408234,Det,Miguel,Cabrera,,,,,,,,,,-5,-10,-6,13,24,15
703,596115,Bos,Trevor(out/until/July?),Story,,4.26,,,,,,,,-7,-8,-23,18,20,57
704,521230,ChA,Liam(illness/out/until/5-23?),Hendriks,,,,,,,,,,,,,,,
705,547943,Tor,Hyun-Jin(out/until/7-23?),Ryu,,,,,,,,,,,,,,,
706,669358,TB,Shane(out/2023),Baz,,,,,,,,,,,,,,,
707,669373,Det,Tarik(out/until/6-23?),Skubal,,,,,,,,,,,,,,,
708,663978,Min,Chris(out/until/9-23?),Paddack,,,,,,,,,,,,,,,
709,663554,Det,Casey(out/until/9-23?),Mize,,,,,,,,,,,,,,,
710,661563,NYA,Luis(out/until/7-23?),Gil,,,,,,,,,,,,,,,
711,664123,NYA,Scott(out/2023),Effross,,,,,,,,,,,,,,,
712,676979,ChA,Garrett(out/until/6-23?),Crochet,,,,,,,,,,,,,,,
713,668904,Min,Royce(out/until/7-23?),Lewis,,,,4.75,,,,,,-4,-7,-10,9,16,24
714,701648,Tex,Aaron(out/until/6-23?),Zavala,,,,,2.1,,,,,4,6,16,-14,-20,-48
715,670867,LAA,Kevin,Maitan,,,2.65,,,,,,,-8,-4,-7,18,11,16
716,614173,Bal,Franchy,Cordero,1.85,,,,2.07,,,,,4,5,13,-15,-18,-47
717,683690,Oak,Royber,Salinas,,,,,,,,,,,,,,,
718,681520,Tex,Antoine,Kelly,,,,,,,,,,,,,,,
719,691406,TB,Junior,Caminero,,,2.65,,,,,,,-4,-6,-11,8,14,24
720,691179,KC,Erick,Pena,,,,,2.1,,,,,4,6,16,-14,-20,-48
721,677593,Det,Luis(SS),Garcia(Det),,,,4.75,,,,,,-8,-4,-7,18,11,16
722,691188,Oak,Robert,Puason,,,,4.75,,,,,,-8,-4,-7,18,11,16
724,703609,Sea,Walter,Ford,,,,,,,,,,,,,,,
725,660613,Bos,Ronaldo,Hernandez,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
726,669386,Tex,Trevor,Hauver,,,,,2.1,,,,,4,6,16,-14,-20,-48
727,694218,Tex,Yeison,Morrobel,,,,,2.1,,,,,4,6,16,-14,-20,-48
728,425844,KC,Zack,Greinke,,,,,,,,,,,,,,,
729,693409,Bal,Cesar,Prieto,,4.25,,,,,,,,4,6,16,-14,-20,-48
730,682625,NYA,Antonio,Gomez,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
731,682126,TB,Evan,Reifert,,,,,,,,,,,,,,,
732,678362,Bos,Gilberto,Jimenez,,,,,2.1,,,,,-8,-4,-7,18,11,16
733,681715,TB,Heriberto,Hernandez,,,,,2.1,,,,,-4,-6,-11,8,14,24
734,453178,Tex,Ian,Kennedy,,,,,,,,,,,,,,,
735,656685,Tex,Brett(out/until/August/2023),Martin,,,,,,,,,,,,,,,
736,543238,Cle,Anthony(out/2023),Gose,,,,,,,,,,,,,,,
737,643338,Tor,Chad(out/until/8-23?),Green,,,,,,,,,,,,,,,
738,514917,Det,Cesar,Hernandez,,4.21,,,,,,,,-6,-5,-15,14,11,35
739,650331,Bal,Lewin,Diaz,1.88,,,,,,,,,4,7,16,-14,-24,-53
740,519293,Tex,Will,Smith(Tex),,,,,,,,,,,,,,,
741,691767,TB,Nick,Bitsko,,,,,,,,,,,,,,,
742,699044,Hou,Miguel,Ullola,,,,,,,,,,,,,,,
743,596142,-,Gary,Sanchez,,,,,,0.51,0.13,0.52,0.13,-2,-6,-6,4,13,15
744,675961,TB,Alika,Williams,,,,4.75,,,,,,-4,-6,-11,8,14,24
745,622110,KC,Matt,Duffy,1.87,,2.67,,,,,,,-1,-5,-5,2,10,11
746,571800,Tor,Drew,Hutchison,,,,,,,,,,,,,,,
747,681810,LAA,Austin,Warren,,,,,,,,,,,,,,,
748,680743,Oak,Ryan,Cusick,,,,,,,,,,,,,,,
749,666931,LAA,Jared,Oliva,,,,,2.1,,,,,-5,-7,-12,11,16,26
750,670224,TB,Kameron,Misner,,,,,2.1,,,,,4,6,16,-14,-20,-48
751,694359,Bos,Nico,Kavadas,1.85,,,,,,,,,4,6,16,-14,-20,-48
752,665645,Det,Kervin,Castro,,,,,,,,,,,,,,,
753,656713,TB,Brendan(out/2023),McKay,,,,,,,,,,,,,,,
754,672078,Tor,Eric,Pardinho,,,,,,,,,,,,,,,
755,668716,KC,Noah,Murdock,,,,,,,,,,,,,,,
756,677945,Cle,Ethan,Hankins,,,,,,,,,,,,,,,
757,693306,Min,Aaron,Sabato,1.85,,,,,,,,,-4,-6,-11,8,14,24
758,686577,Min,Keoni,Cavaco,,,,4.75,,,,,,-4,-6,-11,8,14,24
759,670056,Cle,Caleb,Baragar,,,,,,,,,,,,,,,
760,641793,Tex,Zack,Littell,,,,,,,,,,,,,,,
761,606132,Bos,Raimel,Tapia,,,,,2.08,,,,,1,4,12,-5,-13,-39
762,519043,LAA,Matt,Moore,,,,,,,,,,,,,,,
763,675448,TB,Blake,Hunt,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
764,665947,Tex,Sherten,Apostel,,,2.65,,,,,,,-4,-6,-11,8,14,24
765,644374,Bos,Yu,Chang,,4.27,,,,,,,,0,0,0,0,1,-1
766,543257,Tex,Robbie,Grossman,,,,,2.05,,,,,-17,-16,-20,40,37,48
767,614177,KC,Franmil,Reyes,,,,,,,,,,-3,-7,-8,7,17,19
768,685410,Cle,Peyton,Battenfield,,,,,,,,,,,,,,,
769,462101,ChA,Elvis,Andrus,,,,4.7,,,,,,0,-3,-4,0,6,9
770,702283,Tor,Tucker,Toman,,,2.65,,,,,,,-8,-4,-7,18,11,16
771,683764,Min,Matt(out/2023),Canterino,,,,,,,,,,,,,,,
772,806958,Sea,Felnin,Celesten,,,,4.75,,,,,,-8,-4,-7,18,11,16
773,807002,Sea,Jeter,Martinez,,,,,,,,,,,,,,,
774,703197,Sea,Michael,Arroyo,,,2.65,,,,,,,-4,-6,-11,8,14,24
775,691185,Tex,Maximo,Acosta,,,,4.75,,,,,,-4,-6,-11,8,14,24
776,693855,TB,Ian(out/until/8-23?),Seymour,,,,,,,,,,,,,,,
777,694341,NYA,Brendan,Beck,,,,,,,,,,,,,,,
778,693309,Cle,Isaiah,Greene,,,,,2.1,,,,,4,6,16,-14,-20,-48
779,668853,TB,Austin,Shenton,,,2.65,,,,,,,4,6,16,-14,-20,-48
780,683352,Tex,Mitch,Bratt,,,,,,,,,,,,,,,
781,703607,Oak,Henry(round/2/2022/MLB/draft),Bolte,,,,,2.1,,,,,-4,-6,-11,8,14,24
782,688869,Hou,Justin,Dirden,,,,,2.1,,,,,4,6,16,-14,-20,-48
783,683155,Oak,Joey,Estes,,,,,,,,,,,,,,,
784,695692,TB,Cooper,Kinney,,4.25,,,,,,,,4,6,16,-14,-20,-48
785,694367,NYA,Justin,Lange,,,,,,,,,,,,,,,
786,699697,Sea,Juan,Pinto,,,,,,,,,,,,,,,
787,683061,NYA,Alexander,Vargas,,,,4.75,,,,,,-8,-4,-7,18,11,16
788,686831,TB,Colby(out/until/7-23?),White,,,,,,,,,,,,,,,
789,682624,TB,Sandy,Gaston,,,,,,,,,,,,,,,
791,543548,Sea,Tommy,Milone,,,,,,,,,,,,,,,
792,686751,Bal,Seth(out/until/9-23?),Johnson,,,,,,,,,,,,,,,
793,669142,Cle,Tanner,Burns,,,,,,,,,,,,,,,
794,671271,NYA,Jeisson,Rosario,,,,,2.1,,,,,4,6,16,-14,-20,-48
795,678013,Cle,Lenny,Torres,,,,,,,,,,,,,,,
796,691020,Cle,Carson,Tucker,,,,4.75,,,,,,-4,-6,-11,8,14,24
797,669398,Det,Gage,Workman,,,,4.75,,,,,,-8,-4,-7,18,11,16
798,674674,KC,T.J.,Sikkema,,,,,,,,,,,,,,,
799,607968,Oak,Drew,Rucinski,,,,,,,,,,,,,,,
800,679881,Tex,JulioPablo,Martinez,,,,,2.1,,,,,4,6,16,-14,-20,-48
4001,642772,ChA,LuisAlexander,Basabe,,,,,2.1,,,,,-8,-4,-7,18,11,16
4002,692497,Tor,Estiven,Machado,,,,4.75,,,,,,-8,-4,-7,18,11,16
4003,672823,Tor,Sebastian,Espino,,,,,2.1,,,,,-4,-6,-11,8,14,24
4004,646242,LAA,Jhonathan,Diaz,,,,,,,,,,,,,,,
4005,592254,Min,Jose,DeLeon,,,,,,,,,,,,,,,
4006,702693,Cle,Jaison,Chourio,,,,,2.1,,,,,-8,-4,-7,18,11,16
4009,658530,Det,Franklin,Perez,,,,,,,,,,,,,,,
4010,620453,Bos,Deivy,Grullon,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
4011,678006,Bos,Nick,Decker,,,,,2.1,,,,,4,6,16,-14,-20,-48
4012,664687,Bos,Durbin,Feltman,,,,,,,,,,,,,,,
4013,622100,LAA,Taylor,Jones,1.85,,,,,,,,,-7,-9,-14,16,20,32
4014,594777,Sea,Kole,Calhoun,,,,,2.06,,,,,5,7,14,-17,-22,-46
4015,642456,LAA,Luis,Barrera,,,,,2.08,,,,,5,6,14,-16,-20,-46
4016,661383,Min,Oliver,Ortega,,,,,,,,,,,,,,,
4017,456781,Min,Donovan,Solano,1.85,4.17,,,,,,,,-6,-5,-16,13,12,35
4018,592325,TB,Ben,Gamel,,,,,2.09,,,,,7,12,21,-21,-37,-60
4019,650489,Min,Willi,Castro,,,,4.69,2.11,,,,,-11,-5,-9,25,13,22
4020,622682,ChA,Victor,Reyes,,,,,2.1,,,,,-8,-6,-7,18,15,17
4021,543766,ChA,Bryan,Shaw,,,,,,,,,,,,,,,
4022,672016,Oak,Denzel,Clarke,,,,,2.1,,,,,-4,-6,-11,8,14,24
4024,672773,Tor,Elvis,Luciano,,,,,,,,,,,,,,,
4025,694484,Bal,Max(round/2/2022/MLB/draft),Wagner,,,2.65,,,,,,,-4,-6,-11,8,14,24
4026,676637,Bal,Phoenix,Sanders,,,,,,,,,,,,,,,
4027,703160,Min,Yasser,Mercedes,,,,,2.1,,,,,-4,-6,-11,8,14,24
4028,641684,NYA,Michael,Hermosillo,,,,,2.15,,,,,-3,-6,-8,6,13,18
4029,666152,Bos,David,Hamilton,,,,4.75,,,,,,4,6,16,-14,-20,-48
4030,594987,Sea,Casey,Sadler,,,,,,,,,,,,,,,
4031,685313,NYA,Elijah,Dunham,,,,,2.1,,,,,4,6,16,-14,-20,-48
4032,640449,Tex,Jackson(Clint),Frazier,,,,,2.07,,,,,-3,-9,-5,7,18,10
4033,695001,Hou,Alimber,Santa,,,,,,,,,,,,,,,
4035,605538,Det,Matt,Wisler,,,,,,,,,,,,,,,
4036,665953,NYA,Andres,Chaparro,,,2.65,,,,,,,-4,-6,-11,8,14,24
4037,692046,Sea,Axel,Sanchez,,,,4.75,,,,,,-4,-6,-11,8,14,24
4038,681370,Bal,Hudson,Haskin,,,,,2.1,,,,,-4,-6,-11,8,14,24
4040,682751,Tex,Jeferson,Espinal,,,,,2.1,,,,,4,6,16,-14,-20,-48
4041,694812,Bos,Tyler,McDonough,,4.25,,,,,,,,-8,-4,-7,18,11,16
4043,672810,Hou,Jairo,Solis,,,,,,,,,,,,,,,
4044,680951,Cle,Doug,Nikhazy,,,,,,,,,,,,,,,
4045,542364,NYA,Rafael,Ortega,,,,,2.13,,,,,9,7,21,-33,-28,-84
4046,642496,ChA,Emilio,Vargas,,,,,,,,,,,,,,,
4047,682945,Oak,Luis,Morales,,,,,,,,,,,,,,,
4048,806962,Tor,Enmanuel,Bonilla,,,,,2.1,,,,,-4,-6,-11,8,14,24
4049,680732,ChA,Sean,Burke,,,,,,,,,,,,,,,
4050,682790,Bos,Wikelman,Gonzalez,,,,,,,,,,,,,,,
4051,672761,Det,Wenceel,Perez,,4.25,,,,,,,,-8,-4,-7,18,11,16
4052,695391,Oak,Brett,Harris,,,2.65,,,,,,,-4,-6,-11,8,14,24
4053,671732,Oak,Lawrence,Butler,,,,,2.1,,,,,4,6,16,-14,-20,-48
4054,806963,NYA,Brandon,Mayea,,,,,2.1,,,,,-4,-6,-11,8,14,24
4055,681962,Tor,Vinny,Capra,,,,4.75,,,,,,-4,-7,-10,8,15,22
4056,408226,Cle,Juan,Brito,,4.25,,,,,,,,-8,-4,-7,18,11,16
4057,664334,LAA,Aaron,Whitefield,,,,,2.1,,,,,-4,-6,-10,8,13,24
4058,572096,Det,Trevor,Rosenthal,,,,,,,,,,,,,,,
4059,642759,Tor,Julian,Fernandez,,,,,,,,,,,,,,,
4060,696522,Tor,Hayden,Juenger,,,,,,,,,,,,,,,
4061,641470,Cle,Zack,Collins,,,,,,0.58,0.17,0.59,0.17,4,6,17,-14,-20,-52
4063,518633,Tex,Danny,Duffy,,,,,,,,,,,,,,,
4064,,Min,Jose,Rodriguez(Min),,,,,2.1,,,,,-4,-6,-11,8,14,24
4065,675648,Oak,Austin,Beck,,,,,2.1,,,,,-4,-6,-11,8,14,24
4066,641432,NYA,Willie,Calhoun,,,,,2.04,,,,,3,5,10,-8,-16,-33
4067,,Det,Dylan,Smith,,,,,,,,,,,,,,,
4068,,ChA,Jonathan,Cannon,,,,,,,,,,,,,,,
4069,683010,ChA,Matthew,Thompson,,,,,,,,,,,,,,,
4070,,ChA,Jordan,Sprinkle,,,,4.75,,,,,,-4,-6,-11,8,14,24
4071,,Bos,Chris,Murphy,,,,,,,,,,,,,,,
4072,,Bos,Roman,Anthony,,,,,2.1,,,,,4,6,16,-14,-20,-48
4073,,Bos,Wilyer,Abreu,,,,,2.1,,,,,4,6,16,-14,-20,-48
4074,,LAA,Werner,Blakely,,,2.65,,,,,,,4,6,16,-14,-20,-48
4075,,NYA,Keiner,Delgado,,,,4.75,,,,,,-8,-4,-7,18,11,16
4076,,NYA,Jhony,Brito,,,,,,,,,,,,,,,
1001,645261,Mia,Sandy,Alcantara,,,,,,,,,,,,,,,
1002,605400,Phi,Aaron,Nola,,,,,,,,,,,,,,,
1003,571945,StL,Miles,Mikolas,,,,,,,,,,,,,,,
1004,669203,Mil,Corbin,Burnes,,,,,,,,,,,,,,,
1005,518876,Ari,Merrill,Kelly,,,,,,,,,,,,,,,
1006,506433,SD,Yu,Darvish,,,,,,,,,,,,,,,
1007,657277,SF,Logan,Webb,,,,,,,,,,,,,,,
1008,425794,StL,Adam,Wainwright,,,,,,,,,,,,,,,
1009,608331,Atl,Max,Fried,,,,,,,,,,,,,,,
1010,668678,Ari,Zac,Gallen,,,,,,,,,,,,,,,
1011,608566,Col,German,Marquez,,,,,,,,,,,,,,,
1012,605397,SD,Joe,Musgrove,,,,,,,,,,,,,,,
1013,657140,Atl,Kyle,Wright,,,,,,,,,,,,,,,
1014,656756,StL,Jordan,Montgomery,,,,,,,,,,,,,,,
1015,592791,ChN,Jameson,Taillon,,,,,,,,,,,,,,,
1016,434378,NYN,Justin,Verlander,,,,,,,,,,,,,,,
1017,628711,LAD,Julio,Urias,,,,,,,,,,,,,,,
1018,607536,Col,Kyle,Freeland,,,,,,,,,,,,,,,
1019,450203,Atl,Charlie,Morton,,,,,,,,,,,,,,,
1020,500779,NYN,Jose,Quintana,,,,,,,,,,,,,,,
1021,656605,Pit,Mitch,Keller,,,,,,,,,,,,,,,
1022,518516,Ari,Madison,Bumgarner,,,,,,,,,,,,,,,
1023,641778,Mil,Eric,Lauer,,,,,,,,,,,,,,,
1024,456501,Mia,Johnny,Cueto,,,,,,,,,,,,,,,
1025,640455,SF,Sean,Manaea,,,,,,,,,,,,,,,
1026,592836,Phi,Taijuan,Walker,,,,,,,,,,,,,,,
1027,624133,Phi,Ranger,Suarez,,,,,,,,,,,,,,,
1028,605540,Mil,Brandon,Woodruff,,,,,,,,,,,,,,,
1029,554430,Phi,Zack,Wheeler,,,,,,,,,,,,,,,
1030,571578,Was,Patrick,Corbin,,,,,,,,,,,,,,,
1031,471911,NYN,Carlos,Carrasco,,,,,,,,,,,,,,,
1032,502171,SF,Alex,Cobb,,,,,,,,,,,,,,,
1033,680686,Was,Josiah,Gray,,,,,,,,,,,,,,,
1034,453286,NYN,Max,Scherzer,,,,,,,,,,,,,,,
1035,664141,Pit,JT,Brubaker,,,,,,,,,,,,,,,
1036,641712,StL,Dakota,Hudson,,,,,,,,,,,,,,,
1037,573186,ChN,Marcus,Stroman,,,,,,,,,,,,,,,
1038,592789,LAD,Noah,Syndergaard,,,,,,,,,,,,,,,
1039,605200,Ari,Zach,Davies,,,,,,,,,,,,,,,
1040,548389,SF,Ross,Stripling,,,,,,,,,,,,,,,
1041,675911,Atl,Spencer,Strider,,,,,,,,,,,,,,,
1042,622072,SF,Alex,Wood,,,,,,,,,,,,,,,
1043,664062,LAD,Tony,Gonsolin,,,,,,,,,,,,,,,
1044,605483,SD,Blake,Snell,,,,,,,,,,,,,,,
1045,477132,LAD,Clayton,Kershaw,,,,,,,,,,,,,,,
1046,668881,Cin,Hunter,Greene,,,,,,,,,,,,,,,
1047,596295,Col,Austin,Gomber,,,,,,,,,,,,,,,
1048,448179,Pit,Rich,Hill,,,,,,,,,,,,,,,
1049,657006,ChN,Justin,Steele,,,,,,,,,,,,,,,
1050,669060,Mil,Bryse,Wilson,,,,,,,,,,,,,,,
1051,624522,ChN,Keegan,Thompson,,,,,,,,,,,,,,,
1052,502179,Was,Paolo,Espino,,,,,,,,,,,,,,,
1053,596001,SF,Jakob,Junis,,,,,,,,,,,,,,,
1054,666120,Atl,Ian,Anderson,,,,,,,,,,,,,,,
1055,669467,StL,Andre,Pallante,,,,,,,,,,,,,,,
1056,676879,Mil,Aaron,Ashby,,,,,,,,,,,,,,,
1057,669432,Mia,Trevor,Rogers,,,,,,,,,,,,,,,
1058,592767,ChN,Drew,Smyly,,,,,,,,,,,,,,,
1059,607259,SD,Nick,Martinez,,,,,,,,,,,,,,,
1060,656849,NYN,David,Peterson,,,,,,,,,,,,,,,
1061,668933,Cin,Graham,Ashcraft,,,,,,,,,,,,,,,
1062,592716,ChN,Adrian,Sampson,,,,,,,,,,,,,,,
1063,666157,Cin,Nick,Lodolo,,,,,,,,,,,,,,,
1064,605288,Mil,Adrian,Houser,,,,,,,,,,,,,,,
1065,666200,Mia,Jesus,Luzardo,,,,,,,,,,,,,,,
1066,663372,Col,Ryan,Feltner,,,,,,,,,,,,,,,
1067,570632,Col,Jose,Urena,,,,,,,,,,,,,,,
1068,672710,Pit,Roansy,Contreras,,,,,,,,,,,,,,,
1069,622608,Col,Antonio,Senzatela,,,,,,,,,,,,,,,
1070,592866,Was,Trevor,Williams,,,,,,,,,,,,,,,
1071,666129,Mia,Braxton,Garrett,,,,,,,,,,,,,,,
1072,541640,Was,Erasmo,Ramirez,,,,,,,,,,,,,,,
1073,543294,ChN,Kyle,Hendricks,,,,,,,,,,,,,,,
1074,663559,Phi,Bailey,Falter,,,,,,,,,,,,,,,
1075,570666,Cin,Luis,Cessa,,,,,,,,,,,,,,,
1076,642547,Mil,Freddy,Peralta,,,,,,,,,,,,,,,
1077,592826,Pit,Vince,Velasquez,,,,,,,,,,,,,,,
1078,608328,Pit,Chase,DeJong,,,,,,,,,,,,,,,
1079,665795,Mia,Edward,Cabrera,,,,,,,,,,,,,,,
1080,669920,Mil,Jason,Alexander,,,,,,,,,,,,,,,
1081,669022,Was,MacKenzie,Gore,,,,,,,,,,,,,,,
1082,656793,Phi,Nick,Nelson,,,,,,,,,,,,,,,
1083,605154,SF,John,Brebbia,,,,,,,,,,,,,,,
1084,622503,SD,Nabil,Crismatt,,,,,,,,,,,,,,,
1085,672851,Was,Joan,Adon,,,,,,,,,,,,,,,
1086,622694,NYN,Elieser,Hernandez,,,,,,,,,,,,,,,
1087,663855,StL,Jordan,Hicks,,,,,,,,,,,,,,,
1088,665665,Cin,Reiver,Sanmartin,,,,,,,,,,,,,,,
1089,670912,Pit,Johan,Oviedo,,,,,,,,,,,,,,,
1090,606303,Mil,Joel,Payamps,,,,,,,,,,,,,,,
1091,693821,Atl,Bryce,Elder,,,,,,,,,,,,,,,
1092,623451,Atl,Jackson,Stephens,,,,,,,,,,,,,,,
1093,663765,StL,Jake,Woodford,,,,,,,,,,,,,,,
1094,571927,StL,Steven,Matz,,,,,,,,,,,,,,,
1095,676265,Was,Cory,Abbott,,,,,,,,,,,,,,,
1096,656731,NYN,Tylor,Megill,,,,,,,,,,,,,,,
1097,674072,Ari,Tommy,Henry,,,,,,,,,,,,,,,
1098,667297,Mia,Tommy,Nance,,,,,,,,,,,,,,,
1099,669674,SF,Sam,Long,,,,,,,,,,,,,,,
1100,650911,Phi,Cristopher,Sanchez,,,,,,,,,,,,,,,
1101,665871,ChN,Javier,Assad,,,,,,,,,,,,,,,
1102,489119,Mil,Wade,Miley,,,,,,,,,,,,,,,
1103,669459,Ari,Kyle,Nelson,,,,,,,,,,,,,,,
1104,686752,LAD,Ryan,Pepiot,,,,,,,,,,,,,,,
1105,656427,StL,Jack,Flaherty,,,,,,,,,,,,,,,
1106,596133,Cin,Luke,Weaver,,,,,,,,,,,,,,,
1107,641447,Mia,Daniel,Castano,,,,,,,,,,,,,,,
1108,657571,LAD,Caleb,Ferguson,,,,,,,,,,,,,,,
1109,669461,StL,Matthew,Liberatore,,,,,,,,,,,,,,,
1110,668868,StL,Zack,Thompson,,,,,,,,,,,,,,,
1111,670970,SD,Adrian,Morejon,,,,,,,,,,,,,,,
1112,656818,Cin,Connor,Overton,,,,,,,,,,,,,,,
1113,669713,ChN,Hayden,Wesneski,,,,,,,,,,,,,,,
1114,659275,Col,Dinelson,Lamet,,,,,,,,,,,,,,,
1115,676050,StL,Packy,Naughton,,,,,,,,,,,,,,,
1116,643290,Cin,Justin,Dunn,,,,,,,,,,,,,,,
1117,669160,LAD,Dustin,May,,,,,,,,,,,,,,,
1118,675627,LAD,Michael,Grove,,,,,,,,,,,,,,,
1119,663546,SF,Sean,Hjelle,,,,,,,,,,,,,,,
1120,686753,Ari,Drey,Jameson,,,,,,,,,,,,,,,
1121,608638,Mia,JT,Chargois,,,,,,,,,,,,,,,
1122,656686,Ari,Corbin,Martin,,,,,,,,,,,,,,,
1123,663465,Atl,Kolby,Allard,,,,,,,,,,,,,,,
1124,543101,SF,Anthony,DeSclafani,,,,,,,,,,,,,,,
1125,657756,Col,Connor,Seabold,,,,,,,,,,,,,,,
1126,669194,Ari,Ryne,Nelson,,,,,,,,,,,,,,,
1127,518397,SF,Scott,Alexander,,,,,,,,,,,,,,,
1128,666818,Ari,Luis,Frias,,,,,,,,,,,,,,,
1129,668941,StL,JoJo,Romero,,,,,,,,,,,,,,,
1130,682847,Pit,Luis,Ortiz(Pit),,,,,,,,,,,,,,,
1131,663378,SF,Thomas,Szapucki,,,,,,,,,,,,,,,
1132,518585,Cin,Fernando,Cruz,,,,,,,,,,,,,,,
1133,663753,SD,Reiss,Knehr,,,,,,,,,,,,,,,
1134,640470,ChN,Adbert,Alzolay,,,,,,,,,,,,,,,
1135,668873,ChN,Caleb,Kilian,,,,,,,,,,,,,,,
1136,668338,Mil,Tyson,Miller,,,,,,,,,,,,,,,
1137,656578,LAD,Andre,Jackson,,,,,,,,,,,,,,,
1138,664942,StL,James,Naile,,,,,,,,,,,,,,,
1139,663947,Det,Tyler,Holton,,,,,,,,,,,,,,,
1140,656814,Phi,Luis,Ortiz(Phi),,,,,,,,,,,,,,,
1141,676083,Mil,Janson,Junk,,,,,,,,,,,,,,,
1142,674681,Phi,Michael,Plassmeyer,,,,,,,,,,,,,,,
1143,571946,LAD,Shelby,Miller,,,,,,,,,,,,,,,
1144,663629,Mil,Ethan,Small,,,,,,,,,,,,,,,
1145,672839,Phi,Francisco,Morales,,,,,,,,,,,,,,,
1146,544931,Was,Stephen,Strasburg,,,,,,,,,,,,,,,
1147,676917,Was,Cade,Cavalli,,,,,,,,,,,,,,,
1148,658648,SD,Pedro,Avila,,,,,,,,,,,,,,,
1149,676130,NYN,Jose,Butto,,,,,,,,,,,,,,,
1150,677960,SD,Ryan,Weathers,,,,,,,,,,,,,,,
1151,673904,StL,Jake,Walsh,,,,,,,,,,,,,,,
1152,641743,ChN,Anthony,Kay,,,,,,,,,,,,,,,
1153,673258,SD,Michel,Baez,,,,,,,,,,,,,,,
1154,663562,Col,Noah,Davis,,,,,,,,,,,,,,,
1155,664192,NYN,Joey,Lucchesi,,,,,,,,,,,,,,,
1156,647336,Atl,Mike,Soroka,,,,,,,,,,,,,,,
1157,663567,Col,Peter,Lambert,,,,,,,,,,,,,,,
1158,664350,Mia,Sixto,Sanchez,,,,,,,,,,,,,,,
1159,668968,Phi,Hans,Crouse,,,,,,,,,,,,,,,
1160,641703,SD,Brent,Honeywell,,,,,,,,,,,,,,,
1161,694819,Mil,Jacob(round/2/2022/MLB/draft),Misiorowski,,,,,,,,,,,,,,,
1162,681402,Mil,Gus,Varland,,,,,,,,,,,,,,,
1163,694363,Atl,Jared,Shuster,,,,,,,,,,,,,,,
1164,680767,Atl,Victor,Vodnik,,,,,,,,,,,,,,,
1165,680885,Atl,Spencer,Schwellenbach,,,,,,,,,,,,,,,
