MLBID,team
642731,Speedsters #3
670770,Speedsters #3
664247,Speedsters #3
670768,Speedsters #3
670042,Speedsters #3
519317,Speedsters #3
667727,Speedsters #3
671276,Speedsters #3
666452,Speedsters #3
670867,Speedsters #3
680769,Speedsters #3
675648,Speedsters #3
680737,Speedsters #3
675651,Speedsters #3
668948,Speedsters #3
669069,Speedsters #3
669379,Speedsters #3
677954,Speedsters #3
677315,Speedsters #3
687526,Speedsters #3
668930,Speedsters #3
671737,Speedsters #3
687714,Speedsters #3
692221,Speedsters #3
663623,Speedsters #3
686753,Speedsters #3
677008,Speedsters #3
691179,Speedsters #3
678854,Speedsters #3
668720,Speedsters #3
677961,Speedsters #3
678868,Speedsters #3
687020,Speedsters #3
681333,Speedsters #3
694341,Speedsters #3
681066,Speedsters #3
694182,Speedsters #3
679922,Speedsters #3
680869,Speedsters #3
678061,Speedsters #3
678760,Speedsters #3
674086,Speedsters #3
681151,Speedsters #3
691828,Speedsters #3
671162,Speedsters #3
608344,Starks #20
665152,Starks #20
573186,Starks #20
605130,Starks #20
542585,Starks #20
605218,Starks #20
661563,Starks #20
670059,Starks #20
476595,Starks #20
661527,Starks #20
656180,Starks #20
680777,Starks #20
664874,Starks #20
408234,Starks #20
679529,Starks #20
671083,Starks #20
660162,Starks #20
666624,Starks #20
678545,Starks #20
660636,Starks #20
624503,Starks #20
641645,Starks #20
670869,Starks #20
678662,Starks #20
681481,Starks #20
676551,Starks #20
596146,Starks #20
543807,Starks #20
663837,Starks #20
608385,Starks #20
676632,Starks #20
669711,Starks #20
670870,Starks #20
681464,Starks #20
665561,Starks #20
680814,Starks #20
674114,Starks #20
666720,Starks #20
678906,Starks #20
682928,Starks #20
671109,Starks #20
668860,Starks #20
676106,Starks #20
681370,Starks #20
689017,Starks #20
669003,Starks #20
676116,Starks #20
682990,Starks #20
691191,Starks #20
691503,Starks #20
668715,Starks #20
677588,Starks #20
669707,Starks #20
685410,Starks #20
681297,Starks #20
680779,Starks #20
680728,Starks #20
668952,Starks #20
695667,Starks #20
676390,Starks #20
680951,Starks #20
683175,Starks #20
700249,Starks #20
680885,Starks #20
681584,Starks #20
691172,Starks #20
703156,Starks #20
691788,Starks #20
695653,Starks #20
703193,Starks #20
691795,Starks #20
694195,Starks #20
669456,Tobacconists #15
669203,Tobacconists #15
605194,Tobacconists #15
656353,Tobacconists #15
659275,Tobacconists #15
664285,Tobacconists #15
642232,Tobacconists #15
670280,Tobacconists #15
624647,Tobacconists #15
657612,Tobacconists #15
656794,Tobacconists #15
595345,Tobacconists #15
641941,Tobacconists #15
656945,Tobacconists #15
600474,Tobacconists #15
663799,Tobacconists #15
650402,Tobacconists #15
608324,Tobacconists #15
669304,Tobacconists #15
641487,Tobacconists #15
657061,Tobacconists #15
456781,Tobacconists #15
669242,Tobacconists #15
665482,Tobacconists #15
592450,Tobacconists #15
640457,Tobacconists #15
542303,Tobacconists #15
642350,Tobacconists #15
657077,Tobacconists #15
622256,Tobacconists #15
666176,Tobacconists #15
669274,Tobacconists #15
672744,Tobacconists #15
680735,Tobacconists #15
668964,Tobacconists #15
676206,Tobacconists #15
696075,Tobacconists #15
682634,Tobacconists #15
685084,Tobacconists #15
682707,Tobacconists #15
682625,Tobacconists #15
675448,Tobacconists #15
671155,Tobacconists #15
683766,Tobacconists #15
666310,Tobacconists #15
678894,Tobacconists #15
682643,Tobacconists #15
673277,Tobacconists #15
678010,Tobacconists #15
669002,Tobacconists #15
669065,Tobacconists #15
668868,Tobacconists #15
672536,Tobacconists #15
683061,Tobacconists #15
692348,Tobacconists #15
677944,Tobacconists #15
669386,Tobacconists #15
687231,Tobacconists #15
681526,Tobacconists #15
665560,Tobacconists #15
682448,Tobacconists #15
691177,Tobacconists #15
669477,Tobacconists #15
686796,Tobacconists #15
676059,Tobacconists #15
694212,Tobacconists #15
681323,Tobacconists #15
682656,Tobacconists #15
672016,Tobacconists #15
699061,Tobacconists #15
694070,Tobacconists #15
690984,Tobacconists #15
691723,Tobacconists #15
683529,Tobacconists #15
691620,Tobacconists #15
691011,Tobacconists #15
675455,Tobacconists #15
701655,Tobacconists #15
698902,Tobacconists #15
691277,Tobacconists #15
542881,TOOTBLANs #10
471911,TOOTBLANs #10
663559,TOOTBLANs #10
607192,TOOTBLANs #10
663474,TOOTBLANs #10
601713,TOOTBLANs #10
592836,TOOTBLANs #10
666808,TOOTBLANs #10
670036,TOOTBLANs #10
605242,TOOTBLANs #10
605347,TOOTBLANs #10
455119,TOOTBLANs #10
519076,TOOTBLANs #10
657024,TOOTBLANs #10
553882,TOOTBLANs #10
660688,TOOTBLANs #10
543068,TOOTBLANs #10
663993,TOOTBLANs #10
642086,TOOTBLANs #10
666018,TOOTBLANs #10
606466,TOOTBLANs #10
605204,TOOTBLANs #10
621550,TOOTBLANs #10
621020,TOOTBLANs #10
647351,TOOTBLANs #10
609280,TOOTBLANs #10
680757,TOOTBLANs #10
622534,TOOTBLANs #10
641933,TOOTBLANs #10
667670,TOOTBLANs #10
641531,TOOTBLANs #10
608841,TOOTBLANs #10
623912,TOOTBLANs #10
664068,TOOTBLANs #10
570267,TOOTBLANs #10
663465,TOOTBLANs #10
643418,TOOTBLANs #10
657053,TOOTBLANs #10
663341,TOOTBLANs #10
682626,TOOTBLANs #10
666183,TOOTBLANs #10
650331,TOOTBLANs #10
680693,TOOTBLANs #10
682622,TOOTBLANs #10
686681,TOOTBLANs #10
687470,TOOTBLANs #10
670242,TOOTBLANs #10
664337,TOOTBLANs #10
682900,TOOTBLANs #10
679734,TOOTBLANs #10
665645,TOOTBLANs #10
681739,TOOTBLANs #10
680771,TOOTBLANs #10
672796,TOOTBLANs #10
692617,TOOTBLANs #10
683005,TOOTBLANs #10
676045,TOOTBLANs #10
683549,TOOTBLANs #10
683616,TOOTBLANs #10
691616,TOOTBLANs #10
676545,TOOTBLANs #10
686445,TOOTBLANs #10
686830,TOOTBLANs #10
672823,TOOTBLANs #10
681047,TOOTBLANs #10
669450,TOOTBLANs #10
694359,TOOTBLANs #10
681357,TOOTBLANs #10
681393,TOOTBLANs #10
692453,TOOTBLANs #10
683424,TOOTBLANs #10
703192,TOOTBLANs #10
693409,TOOTBLANs #10
571578,Valkyries #2
579328,Valkyries #2
656876,Valkyries #2
657746,Valkyries #2
547943,Valkyries #2
519242,Valkyries #2
665665,Valkyries #2
663423,Valkyries #2
669145,Valkyries #2
673258,Valkyries #2
666974,Valkyries #2
664123,Valkyries #2
663959,Valkyries #2
669276,Valkyries #2
664208,Valkyries #2
670090,Valkyries #2
532077,Valkyries #2
519141,Valkyries #2
663432,Valkyries #2
676477,Valkyries #2
664849,Valkyries #2
553869,Valkyries #2
641598,Valkyries #2
605421,Valkyries #2
620443,Valkyries #2
596129,Valkyries #2
527038,Valkyries #2
664029,Valkyries #2
608686,Valkyries #2
663586,Valkyries #2
644374,Valkyries #2
665833,Valkyries #2
622666,Valkyries #2
663853,Valkyries #2
664913,Valkyries #2
543257,Valkyries #2
656669,Valkyries #2
669016,Valkyries #2
623993,Valkyries #2
663605,Valkyries #2
680977,Valkyries #2
663905,Valkyries #2
676969,Valkyries #2
657141,Valkyries #2
680552,Valkyries #2
683146,Valkyries #2
682616,Valkyries #2
676845,Valkyries #2
680723,Valkyries #2
663629,Valkyries #2
678246,Valkyries #2
680739,Valkyries #2
676604,Valkyries #2
690925,Valkyries #2
681924,Valkyries #2
685112,Valkyries #2
679777,Valkyries #2
682848,Valkyries #2
683094,Valkyries #2
690953,Valkyries #2
672012,Valkyries #2
691772,Valkyries #2
686527,Valkyries #2
694192,Valkyries #2
694213,Valkyries #2
676760,Valkyries #2
691587,Valkyries #2
663911,Valkyries #2
691016,Valkyries #2
686831,Valkyries #2
678637,Valkyries #2
665832,Valkyries #2
691785,Valkyries #2
691777,Valkyries #2
696143,Valkyries #2
703143,Valkyries #2
668678,Villagers #24
666129,Villagers #24
608337,Villagers #24
641745,Villagers #24
477132,Villagers #24
547179,Villagers #24
663903,Villagers #24
664126,Villagers #24
472610,Villagers #24
640451,Villagers #24
641835,Villagers #24
593974,Villagers #24
592773,Villagers #24
663986,Villagers #24
666168,Villagers #24
657044,Villagers #24
606992,Villagers #24
668800,Villagers #24
444489,Villagers #24
593934,Villagers #24
656976,Villagers #24
650333,Villagers #24
666198,Villagers #24
656896,Villagers #24
593428,Villagers #24
668723,Villagers #24
623520,Villagers #24
670712,Villagers #24
595879,Villagers #24
592206,Villagers #24
663616,Villagers #24
657656,Villagers #24
666137,Villagers #24
665922,Villagers #24
666703,Villagers #24
656412,Villagers #24
641793,Villagers #24
641829,Villagers #24
683232,Villagers #24
675649,Villagers #24
641943,Villagers #24
676070,Villagers #24
677570,Villagers #24
663678,Villagers #24
647228,Villagers #24
668390,Villagers #24
669722,Villagers #24
672782,Villagers #24
678362,Villagers #24
677341,Villagers #24
681520,Villagers #24
669189,Villagers #24
669127,Villagers #24
669461,Villagers #24
672640,Villagers #24
678009,Villagers #24
691579,Villagers #24
682628,Villagers #24
681744,Villagers #24
663642,Villagers #24
677573,Villagers #24
682618,Villagers #24
669391,Villagers #24
682227,Villagers #24
678534,Villagers #24
672851,Villagers #24
682998,Villagers #24
693304,Villagers #24
682868,Villagers #24
683086,Villagers #24
694202,Villagers #24
683550,Villagers #24
686217,Villagers #24
690978,Villagers #24
687589,Villagers #24
687799,Villagers #24
682712,Villagers #24
669080,Villagers #24
678024,Villagers #24
678391,Villagers #24
695476,Villagers #24
701780,Villagers #24
691789,Villagers #24
695534,Villagers #24
683665,Villagers #24
700246,Villagers #24
